	c-value	ngram
3139	3.807354922057604	интеграл_s от_pr функция_s джу_s в_pr область_s в_pr
3841	3.807354922057604	по_pr условшо_adv задача_s кп_s а_s а_s т_s
2371	3.807354922057604	доказать_v что_conj точка_s лежать_v на_pr один_a прямая_s
4498	3.807354922057604	если_conj в_pr каждый_a базис_s иметь_v место_s равенство_s
2640	3.807354922057604	лежать_v внутри_pr треугольник_s с_pr вершина_s в_pr точка_s
4793	3.807354922057604	число_s делиться_v на_pr тогда_adv только_part тогда_adv
2648	3.807354922057604	доказать_v что_conj хотя_part бы_part один_a из_pr число_s
3786	3.807354922057604	перенести_v неизвестный_a член_s в_pr левый_a часть_s уравнение_s
3391	3.807354922057604	уравнение_s вид_s в качестве_pr пример_s решить_v уравнение_s
5177	3.807354922057604	интеграл_s от_pr функция_s джу_s в_pr область_s в_pr
4507	3.807354922057604	если_conj в_pr каждый_a базис_s иметь_v место_s равенство_s
1848	3.807354922057604	пусть_part задать_partcp вектор_s в_pr декартовый_a система_s координата_s
3790	3.807354922057604	уравнение_s разделить_v часть_s уравнение_s на_pr м получить_v
4268	3.807354922057604	если_conj прямой_a параллельный_a ось_s уравнение_s примета_s вид_s
5100	3.807354922057604	в знать_v в_pr чем_conj сущность_s метод_s
1866	3.807354922057604	переход_s от_pr один_a ортонормированный_a базис_s к_pr другой_a
3120	3.807354922057604	решение_s если_conj уравнение_s принимать_v вид_s при_pr весь_a
311	3.807354922057604	верно_adv ли_part обратный_a утверждение_s доказать_v что_conj если_conj
4943	3.807354922057604	любой_a вектор_s на_pr плоскость_s можно_adv разложить_v по_pr
5013	3.807354922057604	допустимый_a значение_s неравенство_s множество_s весь_a действительный_a число_s
1109	3.807354922057604	на_pr найти_v остаток_s от_pr деление_s многочлен_s на_pr
3767	3.807354922057604	который_a обращать_v уравнение_s в_pr верный_a числовой_a равенство_s
2346	3.807354922057604	система_s вычет_s по_pr модуль_s пусть_part число_s образовывать_v
2606	3.807354922057604	если_conj известно_adv что_conj некоторый_a утверждение_s верно_adv для_pr
2349	3.807354922057604	число_s пробегать_v полный_a система_s вычет_s по_pr модуль_s
3762	3.807354922057604	который_a обращать_v уравнение_s в_pr верный_a числовой_a равенство_s
1146	3.807354922057604	матрица_s переход_s от_pr старый_a базис_s к_pr новый_a
